"Gene","padj_1","p_value_1","lfcSE.x","stat.x","log2FC_1","baseMean.x","Symbol.x","Description.x","Synonyms.x","GeneType.x","EnsemblGeneID.x","Status.x","ChrAcc.x","ChrStart.x","ChrStop.x","Orientation.x","Length.x","GOFunctionID.x","GOProcessID.x","GOComponentID.x","GOFunction.x","GOProcess.x","GOComponent.x","padj_2","p_value_2","lfcSE.y","stat.y","log2FC_2","baseMean.y","Symbol.y","Description.y","Synonyms.y","GeneType.y","EnsemblGeneID.y","Status.y","ChrAcc.y","ChrStart.y","ChrStop.y","Orientation.y","Length.y","GOFunctionID.y","GOProcessID.y","GOComponentID.y","GOFunction.y","GOProcess.y","GOComponent.y","Regulation"
7425,0.000166,5.07e-06,0.4097,4.561726,1.8690787,999.05,"VGF","VGF nerve growth factor inducible","SCG7|SgVII","protein-coding","ENSG00000128564","active","NC_000007.14","101162509","101169956","negative",3064,"GO:0003674///GO:0005179///GO:0005184///GO:0008083","GO:0001541///GO:0002021///GO:0006091///GO:0007165///GO:0009409///GO:0019953///GO:0030073///GO:0032868///GO:0033500///GO:0042593///GO:0042742///GO:0043084///GO:0048167///GO:0048168///GO:0051591///GO:0099538","GO:0005615///GO:0005788///GO:0005794///GO:0030133///GO:0030667///GO:0031410///GO:0043005///GO:0043025///GO:0043231///GO:0098978","molecular_function///hormone activity///neuropeptide hormone activity///growth factor activity","ovarian follicle development///response to dietary excess///generation of precursor metabolites and energy///signal transduction///response to cold///sexual reproduction///insulin secretion///response to insulin///carbohydrate homeostasis///glucose homeostasis///defense response to bacterium///penile erection///regulation of synaptic plasticity///regulation of neuronal synaptic plasticity///response to cAMP///synaptic signaling via neuropeptide","extracellular space///endoplasmic reticulum lumen///Golgi apparatus///transport vesicle///secretory granule membrane///cytoplasmic vesicle///neuron projection///neuronal cell body///intracellular membrane-bounded organelle///glutamatergic synapse",1.24e-06,5.59e-11,0.3771,-6.5544117,-2.471424,858.25,"VGF","VGF nerve growth factor inducible","SCG7|SgVII","protein-coding","ENSG00000128564","active","NC_000007.14","101162509","101169956","negative",3064,"GO:0003674///GO:0005179///GO:0005184///GO:0008083","GO:0001541///GO:0002021///GO:0006091///GO:0007165///GO:0009409///GO:0019953///GO:0030073///GO:0032868///GO:0033500///GO:0042593///GO:0042742///GO:0043084///GO:0048167///GO:0048168///GO:0051591///GO:0099538","GO:0005615///GO:0005788///GO:0005794///GO:0030133///GO:0030667///GO:0031410///GO:0043005///GO:0043025///GO:0043231///GO:0098978","molecular_function///hormone activity///neuropeptide hormone activity///growth factor activity","ovarian follicle development///response to dietary excess///generation of precursor metabolites and energy///signal transduction///response to cold///sexual reproduction///insulin secretion///response to insulin///carbohydrate homeostasis///glucose homeostasis///defense response to bacterium///penile erection///regulation of synaptic plasticity///regulation of neuronal synaptic plasticity///response to cAMP///synaptic signaling via neuropeptide","extracellular space///endoplasmic reticulum lumen///Golgi apparatus///transport vesicle///secretory granule membrane///cytoplasmic vesicle///neuron projection///neuronal cell body///intracellular membrane-bounded organelle///glutamatergic synapse","Upregulated"
7781,0.000257,9.29e-06,0.2834,4.433012,1.2563113,492.56,"SLC30A3","solute carrier family 30 member 3","ZNT3","protein-coding","ENSG00000115194","active","NC_000002.12","27253684","27275863","negative",3704,"GO:0005385///GO:0005515///GO:0046872","GO:0010043///GO:0051050///GO:0061088///GO:0071577///GO:0099180","GO:0005737///GO:0005765///GO:0005770///GO:0005886///GO:0008021///GO:0030672///GO:0031902///GO:0043005///GO:0097457///GO:0098686///GO:0098978","zinc ion transmembrane transporter activity///protein binding///metal ion binding","response to zinc ion///positive regulation of transport///regulation of sequestering of zinc ion///zinc ion transmembrane transport///zinc ion import into synaptic vesicle","cytoplasm///lysosomal membrane///late endosome///plasma membrane///synaptic vesicle///synaptic vesicle membrane///late endosome membrane///neuron projection///hippocampal mossy fiber///hippocampal mossy fiber to CA3 synapse///glutamatergic synapse",0.11740875,0.0123,0.4768,-2.5022336,-1.19294,499.22,"SLC30A3","solute carrier family 30 member 3","ZNT3","protein-coding","ENSG00000115194","active","NC_000002.12","27253684","27275863","negative",3704,"GO:0005385///GO:0005515///GO:0046872","GO:0010043///GO:0051050///GO:0061088///GO:0071577///GO:0099180","GO:0005737///GO:0005765///GO:0005770///GO:0005886///GO:0008021///GO:0030672///GO:0031902///GO:0043005///GO:0097457///GO:0098686///GO:0098978","zinc ion transmembrane transporter activity///protein binding///metal ion binding","response to zinc ion///positive regulation of transport///regulation of sequestering of zinc ion///zinc ion transmembrane transport///zinc ion import into synaptic vesicle","cytoplasm///lysosomal membrane///late endosome///plasma membrane///synaptic vesicle///synaptic vesicle membrane///late endosome membrane///neuron projection///hippocampal mossy fiber///hippocampal mossy fiber to CA3 synapse///glutamatergic synapse","Upregulated"
8941,8.34e-05,1.96e-06,0.2486,4.757765,1.1825948,892.6,"CDK5R2","cyclin dependent kinase 5 regulatory subunit 2","NCK5AI|P39|p39nck5ai","protein-coding","ENSG00000171450","active","NC_000002.12","218959666","218962155","positive",2490,"GO:0003779///GO:0008289///GO:0019901///GO:0061575","GO:0000079///GO:0001764///GO:0007411///GO:0007420///GO:0021549///GO:0021722///GO:0021766///GO:0021819///GO:0045737///GO:0045956","GO:0000307///GO:0005737///GO:0005886///GO:0016020///GO:0016533///GO:0030426///GO:0043005","actin binding///lipid binding///protein kinase binding///cyclin-dependent protein serine/threonine kinase activator activity","regulation of cyclin-dependent protein serine/threonine kinase activity///neuron migration///axon guidance///brain development///cerebellum development///superior olivary nucleus maturation///hippocampus development///layer formation in cerebral cortex///positive regulation of cyclin-dependent protein serine/threonine kinase activity///positive regulation of calcium ion-dependent exocytosis","cyclin-dependent protein kinase holoenzyme complex///cytoplasm///plasma membrane///membrane///protein kinase 5 complex///growth cone///neuron projection",0.11005702,0.0109,0.2954,-2.5456854,-0.7520561,855.34,"CDK5R2","cyclin dependent kinase 5 regulatory subunit 2","NCK5AI|P39|p39nck5ai","protein-coding","ENSG00000171450","active","NC_000002.12","218959666","218962155","positive",2490,"GO:0003779///GO:0008289///GO:0019901///GO:0061575","GO:0000079///GO:0001764///GO:0007411///GO:0007420///GO:0021549///GO:0021722///GO:0021766///GO:0021819///GO:0045737///GO:0045956","GO:0000307///GO:0005737///GO:0005886///GO:0016020///GO:0016533///GO:0030426///GO:0043005","actin binding///lipid binding///protein kinase binding///cyclin-dependent protein serine/threonine kinase activator activity","regulation of cyclin-dependent protein serine/threonine kinase activity///neuron migration///axon guidance///brain development///cerebellum development///superior olivary nucleus maturation///hippocampus development///layer formation in cerebral cortex///positive regulation of cyclin-dependent protein serine/threonine kinase activity///positive regulation of calcium ion-dependent exocytosis","cyclin-dependent protein kinase holoenzyme complex///cytoplasm///plasma membrane///membrane///protein kinase 5 complex///growth cone///neuron projection","Upregulated"
9143,2.54e-05,4.13e-07,0.224,5.062874,1.1343102,831.93,"SYNGR3","synaptogyrin 3","","protein-coding","ENSG00000127561","active","NC_000016.10","1989970","1994275","positive",2026,"GO:0005515///GO:0042169///GO:0047485","GO:0021762///GO:0032411///GO:0045055///GO:0051580","GO:0008021///GO:0016020///GO:0030672///GO:0031594","protein binding///SH2 domain binding///protein N-terminus binding","substantia nigra development///positive regulation of transporter activity///regulated exocytosis///regulation of neurotransmitter uptake","synaptic vesicle///membrane///synaptic vesicle membrane///neuromuscular junction",0.34272535,0.1,0.2645,-1.6438005,-0.4348423,1276.93,"SYNGR3","synaptogyrin 3","","protein-coding","ENSG00000127561","active","NC_000016.10","1989970","1994275","positive",2026,"GO:0005515///GO:0042169///GO:0047485","GO:0021762///GO:0032411///GO:0045055///GO:0051580","GO:0008021///GO:0016020///GO:0030672///GO:0031594","protein binding///SH2 domain binding///protein N-terminus binding","substantia nigra development///positive regulation of transporter activity///regulated exocytosis///regulation of neurotransmitter uptake","synaptic vesicle///membrane///synaptic vesicle membrane///neuromuscular junction","Upregulated"
9242,0.000426,1.81e-05,0.2886,4.286956,1.2373287,33.23,"MSC","musculin","ABF-1|ABF1|MYOR|bHLHa22","protein-coding","ENSG00000178860","active","NC_000008.11","71841542","71844496","negative",2058,"GO:0000977///GO:0000978///GO:0000981///GO:0001227///GO:0003700///GO:0005515///GO:0046983///GO:1990837","GO:0000122///GO:0003161///GO:0006355///GO:0006357///GO:0007519///GO:0014707///GO:0032502///GO:0060021///GO:0060539///GO:1990830","GO:0000785///GO:0005634///GO:0005654","RNA polymerase II transcription regulatory region sequence-specific DNA binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription repressor activity, RNA polymerase II-specific///DNA-binding transcription factor activity///protein binding///protein dimerization activity///sequence-specific double-stranded DNA binding","negative regulation of transcription by RNA polymerase II///cardiac conduction system development///regulation of DNA-templated transcription///regulation of transcription by RNA polymerase II///skeletal muscle tissue development///branchiomeric skeletal muscle development///developmental process///roof of mouth development///diaphragm development///cellular response to leukemia inhibitory factor","chromatin///nucleus///nucleoplasm",0.02748868,0.000793,0.3384,-3.355309,-1.13529,46.05,"MSC","musculin","ABF-1|ABF1|MYOR|bHLHa22","protein-coding","ENSG00000178860","active","NC_000008.11","71841542","71844496","negative",2058,"GO:0000977///GO:0000978///GO:0000981///GO:0001227///GO:0003700///GO:0005515///GO:0046983///GO:1990837","GO:0000122///GO:0003161///GO:0006355///GO:0006357///GO:0007519///GO:0014707///GO:0032502///GO:0060021///GO:0060539///GO:1990830","GO:0000785///GO:0005634///GO:0005654","RNA polymerase II transcription regulatory region sequence-specific DNA binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription repressor activity, RNA polymerase II-specific///DNA-binding transcription factor activity///protein binding///protein dimerization activity///sequence-specific double-stranded DNA binding","negative regulation of transcription by RNA polymerase II///cardiac conduction system development///regulation of DNA-templated transcription///regulation of transcription by RNA polymerase II///skeletal muscle tissue development///branchiomeric skeletal muscle development///developmental process///roof of mouth development///diaphragm development///cellular response to leukemia inhibitory factor","chromatin///nucleus///nucleoplasm","Upregulated"
10021,6.97e-06,6.48e-08,0.2056,5.404905,1.1114516,107.79,"HCN4","hyperpolarization activated cyclic nucleotide gated potassium channel 4","BRGDA8|EIG18|SSS2","protein-coding","ENSG00000138622","active","NC_000015.10","73319859","73368958","negative",6968,"GO:0005222///GO:0005248///GO:0005249///GO:0030552///GO:0042802///GO:0086041","GO:0002027///GO:0003163///GO:0003254///GO:0006812///GO:0006936///GO:0008015///GO:0035725///GO:0042391///GO:0055117///GO:0071320///GO:0071321///GO:0071805///GO:0086012///GO:0086015///GO:0086046///GO:0086091///GO:0098719///GO:0098907///GO:0098909///GO:1990573///GO:2001257","GO:0005886///GO:0030424///GO:0030425///GO:0048471///GO:0098855","intracellular cAMP-activated cation channel activity///voltage-gated sodium channel activity///voltage-gated potassium channel activity///cAMP binding///identical protein binding///voltage-gated potassium channel activity involved in SA node cell action potential depolarization","regulation of heart rate///sinoatrial node development///regulation of membrane depolarization///cation transport///muscle contraction///blood circulation///sodium ion transmembrane transport///regulation of membrane potential///regulation of cardiac muscle contraction///cellular response to cAMP///cellular response to cGMP///potassium ion transmembrane transport///membrane depolarization during cardiac muscle cell action potential///SA node cell action potential///membrane depolarization during SA node cell action potential///regulation of heart rate by cardiac conduction///sodium ion import across plasma membrane///regulation of SA node cell action potential///regulation of cardiac muscle cell action potential involved in regulation of contraction///potassium ion import across plasma membrane///regulation of cation channel activity","plasma membrane///axon///dendrite///perinuclear region of cytoplasm///HCN channel complex",0.76993459,0.529,0.3727,0.6288134,0.2343699,116.07,"HCN4","hyperpolarization activated cyclic nucleotide gated potassium channel 4","BRGDA8|EIG18|SSS2","protein-coding","ENSG00000138622","active","NC_000015.10","73319859","73368958","negative",6968,"GO:0005222///GO:0005248///GO:0005249///GO:0030552///GO:0042802///GO:0086041","GO:0002027///GO:0003163///GO:0003254///GO:0006812///GO:0006936///GO:0008015///GO:0035725///GO:0042391///GO:0055117///GO:0071320///GO:0071321///GO:0071805///GO:0086012///GO:0086015///GO:0086046///GO:0086091///GO:0098719///GO:0098907///GO:0098909///GO:1990573///GO:2001257","GO:0005886///GO:0030424///GO:0030425///GO:0048471///GO:0098855","intracellular cAMP-activated cation channel activity///voltage-gated sodium channel activity///voltage-gated potassium channel activity///cAMP binding///identical protein binding///voltage-gated potassium channel activity involved in SA node cell action potential depolarization","regulation of heart rate///sinoatrial node development///regulation of membrane depolarization///cation transport///muscle contraction///blood circulation///sodium ion transmembrane transport///regulation of membrane potential///regulation of cardiac muscle contraction///cellular response to cAMP///cellular response to cGMP///potassium ion transmembrane transport///membrane depolarization during cardiac muscle cell action potential///SA node cell action potential///membrane depolarization during SA node cell action potential///regulation of heart rate by cardiac conduction///sodium ion import across plasma membrane///regulation of SA node cell action potential///regulation of cardiac muscle cell action potential involved in regulation of contraction///potassium ion import across plasma membrane///regulation of cation channel activity","plasma membrane///axon///dendrite///perinuclear region of cytoplasm///HCN channel complex","Upregulated"
11249,0.000882,4.84e-05,0.3224,4.063356,1.3100957,111.73,"NXPH2","neurexophilin 2","NPH2","protein-coding","ENSG00000144227","active","NC_000002.12","138669157","138780390","negative",2709,"GO:0003674///GO:0005102","GO:0007218","GO:0005576","molecular_function///signaling receptor binding","neuropeptide signaling pathway","extracellular region",0.32410408,0.0888,0.4086,-1.7017767,-0.695375,23.49,"NXPH2","neurexophilin 2","NPH2","protein-coding","ENSG00000144227","active","NC_000002.12","138669157","138780390","negative",2709,"GO:0003674///GO:0005102","GO:0007218","GO:0005576","molecular_function///signaling receptor binding","neuropeptide signaling pathway","extracellular region","Upregulated"
25818,0.00958,0.00128,0.3932,3.219619,1.2658524,13.04,"KLK5","kallikrein related peptidase 5","KLK-L2|KLKL2|SCTE","protein-coding","ENSG00000167754","active","NC_000019.10","50943299","50953038","negative",1517,"GO:0004252///GO:0005515///GO:0008233///GO:0008236","GO:0002803///GO:0006508///GO:0008544///GO:0022617///GO:0045745///GO:0070268///GO:0097186","GO:0005576///GO:0005615///GO:0005829///GO:0030141///GO:0097209","serine-type endopeptidase activity///protein binding///peptidase activity///serine-type peptidase activity","positive regulation of antibacterial peptide production///proteolysis///epidermis development///extracellular matrix disassembly///positive regulation of G protein-coupled receptor signaling pathway///cornification///amelogenesis","extracellular region///extracellular space///cytosol///secretory granule///epidermal lamellar body",0.68377365,0.41,0.4999,-0.8231821,-0.4114714,13.3,"KLK5","kallikrein related peptidase 5","KLK-L2|KLKL2|SCTE","protein-coding","ENSG00000167754","active","NC_000019.10","50943299","50953038","negative",1517,"GO:0004252///GO:0005515///GO:0008233///GO:0008236","GO:0002803///GO:0006508///GO:0008544///GO:0022617///GO:0045745///GO:0070268///GO:0097186","GO:0005576///GO:0005615///GO:0005829///GO:0030141///GO:0097209","serine-type endopeptidase activity///protein binding///peptidase activity///serine-type peptidase activity","positive regulation of antibacterial peptide production///proteolysis///epidermis development///extracellular matrix disassembly///positive regulation of G protein-coupled receptor signaling pathway///cornification///amelogenesis","extracellular region///extracellular space///cytosol///secretory granule///epidermal lamellar body","Upregulated"
28638,4.94e-05,9.9e-07,0.2724,4.8936,1.332842,40.97,"TRBC2","T cell receptor beta constant 2","TCRBC2","other","ENSG00000211772","active","NC_000007.14","142801041","142802529","positive",541,"GO:0003823///GO:0034987","GO:0002250///GO:0006910///GO:0006911///GO:0006958///GO:0042742///GO:0045087///GO:0046631///GO:0050852///GO:0050853///GO:0050871","GO:0009897///GO:0042105///GO:0042571","antigen binding///immunoglobulin receptor binding","adaptive immune response///phagocytosis, recognition///phagocytosis, engulfment///complement activation, classical pathway///defense response to bacterium///innate immune response///alpha-beta T cell activation///T cell receptor signaling pathway///B cell receptor signaling pathway///positive regulation of B cell activation","external side of plasma membrane///alpha-beta T cell receptor complex///immunoglobulin complex, circulating",0.43103405,0.159,0.3019,-1.4083047,-0.42521,15.48,"TRBC2","T cell receptor beta constant 2","TCRBC2","other","ENSG00000211772","active","NC_000007.14","142801041","142802529","positive",541,"GO:0003823///GO:0034987","GO:0002250///GO:0006910///GO:0006911///GO:0006958///GO:0042742///GO:0045087///GO:0046631///GO:0050852///GO:0050853///GO:0050871","GO:0009897///GO:0042105///GO:0042571","antigen binding///immunoglobulin receptor binding","adaptive immune response///phagocytosis, recognition///phagocytosis, engulfment///complement activation, classical pathway///defense response to bacterium///innate immune response///alpha-beta T cell activation///T cell receptor signaling pathway///B cell receptor signaling pathway///positive regulation of B cell activation","external side of plasma membrane///alpha-beta T cell receptor complex///immunoglobulin complex, circulating","Upregulated"
51676,0.000423,1.79e-05,0.2877,4.289549,1.2339396,100.9,"ASB2","ankyrin repeat and SOCS box containing 2","ASB-2","protein-coding","ENSG00000100628","active","NC_000014.9","93934160","93976739","negative",3241,"GO:0005515///GO:0061630///GO:0097602","GO:0001947///GO:0006511///GO:0007165///GO:0016567///GO:0031532///GO:0035556///GO:0035914///GO:0036336///GO:0043161///GO:0055007///GO:0055013///GO:0071800","GO:0000151///GO:0005829///GO:0005856///GO:0030018","protein binding///ubiquitin protein ligase activity///cullin family protein binding","heart looping///ubiquitin-dependent protein catabolic process///signal transduction///protein ubiquitination///actin cytoskeleton reorganization///intracellular signal transduction///skeletal muscle cell differentiation///dendritic cell migration///proteasome-mediated ubiquitin-dependent protein catabolic process///cardiac muscle cell differentiation///cardiac muscle cell development///podosome assembly","ubiquitin ligase complex///cytosol///cytoskeleton///Z disc",0.11974276,0.0128,0.4722,-2.4890594,-1.1754319,66.07,"ASB2","ankyrin repeat and SOCS box containing 2","ASB-2","protein-coding","ENSG00000100628","active","NC_000014.9","93934160","93976739","negative",3241,"GO:0005515///GO:0061630///GO:0097602","GO:0001947///GO:0006511///GO:0007165///GO:0016567///GO:0031532///GO:0035556///GO:0035914///GO:0036336///GO:0043161///GO:0055007///GO:0055013///GO:0071800","GO:0000151///GO:0005829///GO:0005856///GO:0030018","protein binding///ubiquitin protein ligase activity///cullin family protein binding","heart looping///ubiquitin-dependent protein catabolic process///signal transduction///protein ubiquitination///actin cytoskeleton reorganization///intracellular signal transduction///skeletal muscle cell differentiation///dendritic cell migration///proteasome-mediated ubiquitin-dependent protein catabolic process///cardiac muscle cell differentiation///cardiac muscle cell development///podosome assembly","ubiquitin ligase complex///cytosol///cytoskeleton///Z disc","Upregulated"
54550,1.04e-06,5.22e-09,0.224,5.840151,1.3079283,416.38,"NECAB2","N-terminal EF-hand calcium binding protein 2","EFCBP2|stip-2","protein-coding","ENSG00000103154","active","NC_000016.10","83968632","84002776","positive",2396,"GO:0005509///GO:0005515///GO:0031687///GO:0031802","GO:0042984///GO:0060168///GO:0070374///GO:1900451///GO:1904021///GO:1905477","GO:0005737///GO:0005886///GO:0030424///GO:0030425","calcium ion binding///protein binding///A2A adenosine receptor binding///type 5 metabotropic glutamate receptor binding","regulation of amyloid precursor protein biosynthetic process///positive regulation of adenosine receptor signaling pathway///positive regulation of ERK1 and ERK2 cascade///positive regulation of glutamate receptor signaling pathway///negative regulation of G protein-coupled receptor internalization///positive regulation of protein localization to membrane","cytoplasm///plasma membrane///axon///dendrite",0.34726604,0.103,0.3713,-1.6295344,-0.6050508,637.62,"NECAB2","N-terminal EF-hand calcium binding protein 2","EFCBP2|stip-2","protein-coding","ENSG00000103154","active","NC_000016.10","83968632","84002776","positive",2396,"GO:0005509///GO:0005515///GO:0031687///GO:0031802","GO:0042984///GO:0060168///GO:0070374///GO:1900451///GO:1904021///GO:1905477","GO:0005737///GO:0005886///GO:0030424///GO:0030425","calcium ion binding///protein binding///A2A adenosine receptor binding///type 5 metabotropic glutamate receptor binding","regulation of amyloid precursor protein biosynthetic process///positive regulation of adenosine receptor signaling pathway///positive regulation of ERK1 and ERK2 cascade///positive regulation of glutamate receptor signaling pathway///negative regulation of G protein-coupled receptor internalization///positive regulation of protein localization to membrane","cytoplasm///plasma membrane///axon///dendrite","Upregulated"
55203,6.49e-07,2.65e-09,0.2107,5.951998,1.2541307,170.78,"LGI2","leucine rich repeat LGI family member 2","LGIL2","protein-coding","ENSG00000153012","active","NC_000004.12","24991960","25030946","negative",8914,"","GO:1904862","GO:0005576","","inhibitory synapse assembly","extracellular region",0.24548853,0.0505,0.1837,-1.9553253,-0.3592552,56.22,"LGI2","leucine rich repeat LGI family member 2","LGIL2","protein-coding","ENSG00000153012","active","NC_000004.12","24991960","25030946","negative",8914,"","GO:1904862","GO:0005576","","inhibitory synapse assembly","extracellular region","Upregulated"
55530,1.2e-06,6.42e-09,0.2439,5.805407,1.4157398,1915.27,"SVOP","SV2 related protein","SLC22B4","protein-coding","ENSG00000166111","active","NC_000012.12","108907741","109021068","negative",6641,"GO:0005515///GO:0022857","GO:0055085","GO:0008021///GO:0030672///GO:0098590","protein binding///transmembrane transporter activity","transmembrane transport","synaptic vesicle///synaptic vesicle membrane///plasma membrane region",0.02238302,0.000539,0.2789,-3.4603632,-0.9652126,1244.86,"SVOP","SV2 related protein","SLC22B4","protein-coding","ENSG00000166111","active","NC_000012.12","108907741","109021068","negative",6641,"GO:0005515///GO:0022857","GO:0055085","GO:0008021///GO:0030672///GO:0098590","protein binding///transmembrane transporter activity","transmembrane transport","synaptic vesicle///synaptic vesicle membrane///plasma membrane region","Upregulated"
63974,0.000492,2.22e-05,0.3954,4.241857,1.6772446,623.06,"NEUROD6","neuronal differentiation 6","Atoh2|MATH2|Math-2|NEX1M|Nex1|bHLHa2","protein-coding","ENSG00000164600","active","NC_000007.14","31337465","31340726","negative",1959,"GO:0000978///GO:0000981///GO:0001228///GO:0046983","GO:0006357///GO:0021542///GO:0030182///GO:0045944","GO:0000785///GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///protein dimerization activity","regulation of transcription by RNA polymerase II///dentate gyrus development///neuron differentiation///positive regulation of transcription by RNA polymerase II","chromatin///nucleus",9.482e-05,7.7e-08,0.3327,-5.3739521,-1.788022,132.52,"NEUROD6","neuronal differentiation 6","Atoh2|MATH2|Math-2|NEX1M|Nex1|bHLHa2","protein-coding","ENSG00000164600","active","NC_000007.14","31337465","31340726","negative",1959,"GO:0000978///GO:0000981///GO:0001228///GO:0046983","GO:0006357///GO:0021542///GO:0030182///GO:0045944","GO:0000785///GO:0005634","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///protein dimerization activity","regulation of transcription by RNA polymerase II///dentate gyrus development///neuron differentiation///positive regulation of transcription by RNA polymerase II","chromatin///nucleus","Upregulated"
80309,3.33e-06,2.42e-08,0.2031,5.578667,1.1330202,1009.13,"SPHKAP","SPHK1 interactor, AKAP domain containing","SKIP","protein-coding","ENSG00000153820","active","NC_000002.12","227979954","228181999","negative",7465,"GO:0005515///GO:0051018","","GO:0005737///GO:0005739","protein binding///protein kinase A binding","","cytoplasm///mitochondrion",0.42379864,0.154,0.4234,1.4255991,0.6035993,591.8,"SPHKAP","SPHK1 interactor, AKAP domain containing","SKIP","protein-coding","ENSG00000153820","active","NC_000002.12","227979954","228181999","negative",7465,"GO:0005515///GO:0051018","","GO:0005737///GO:0005739","protein binding///protein kinase A binding","","cytoplasm///mitochondrion","Upregulated"
81606,4.48e-06,3.7e-08,0.2805,5.504781,1.5440553,204.48,"LBH","LBH regulator of WNT signaling pathway","","protein-coding","ENSG00000213626","active","NC_000002.12","30231534","30260028","positive",3322,"GO:0005515","GO:0033147///GO:0043408///GO:0045892///GO:0045893///GO:0060644///GO:1904674///GO:1904677///GO:2000103///GO:2000737","GO:0005634///GO:0005737///GO:0032991","protein binding","negative regulation of intracellular estrogen receptor signaling pathway///regulation of MAPK cascade///negative regulation of DNA-templated transcription///positive regulation of DNA-templated transcription///mammary gland epithelial cell differentiation///positive regulation of somatic stem cell population maintenance///positive regulation of somatic stem cell division///positive regulation of mammary stem cell proliferation///negative regulation of stem cell differentiation","nucleus///cytoplasm///protein-containing complex",0.17906717,0.0274,0.309,-2.2053267,-0.6813952,117.06,"LBH","LBH regulator of WNT signaling pathway","","protein-coding","ENSG00000213626","active","NC_000002.12","30231534","30260028","positive",3322,"GO:0005515","GO:0033147///GO:0043408///GO:0045892///GO:0045893///GO:0060644///GO:1904674///GO:1904677///GO:2000103///GO:2000737","GO:0005634///GO:0005737///GO:0032991","protein binding","negative regulation of intracellular estrogen receptor signaling pathway///regulation of MAPK cascade///negative regulation of DNA-templated transcription///positive regulation of DNA-templated transcription///mammary gland epithelial cell differentiation///positive regulation of somatic stem cell population maintenance///positive regulation of somatic stem cell division///positive regulation of mammary stem cell proliferation///negative regulation of stem cell differentiation","nucleus///cytoplasm///protein-containing complex","Upregulated"
84830,0.0113,0.00162,0.3552,3.15216,1.1195986,146.88,"ADTRP","androgen dependent TFPI regulating protein","AIG1L|C6orf105|dJ413H6.1","protein-coding","ENSG00000111863","active","NC_000006.12","11713523","11779628","negative",8584,"GO:0005515///GO:0016787","GO:0001934///GO:0002042///GO:0002686///GO:0003332///GO:0010628///GO:0030195///GO:0042758///GO:0043491///GO:0050709///GO:0071383///GO:0140052///GO:1903038///GO:2000402","GO:0005901///GO:0009986///GO:0012505///GO:0016020","protein binding///hydrolase activity","positive regulation of protein phosphorylation///cell migration involved in sprouting angiogenesis///negative regulation of leukocyte migration///negative regulation of extracellular matrix constituent secretion///positive regulation of gene expression///negative regulation of blood coagulation///long-chain fatty acid catabolic process///protein kinase B signaling///negative regulation of protein secretion///cellular response to steroid hormone stimulus///cellular response to oxidised low-density lipoprotein particle stimulus///negative regulation of leukocyte cell-cell adhesion///negative regulation of lymphocyte migration","caveola///cell surface///endomembrane system///membrane",0.51897515,0.23,0.3786,-1.2011133,-0.4547799,110.25,"ADTRP","androgen dependent TFPI regulating protein","AIG1L|C6orf105|dJ413H6.1","protein-coding","ENSG00000111863","active","NC_000006.12","11713523","11779628","negative",8584,"GO:0005515///GO:0016787","GO:0001934///GO:0002042///GO:0002686///GO:0003332///GO:0010628///GO:0030195///GO:0042758///GO:0043491///GO:0050709///GO:0071383///GO:0140052///GO:1903038///GO:2000402","GO:0005901///GO:0009986///GO:0012505///GO:0016020","protein binding///hydrolase activity","positive regulation of protein phosphorylation///cell migration involved in sprouting angiogenesis///negative regulation of leukocyte migration///negative regulation of extracellular matrix constituent secretion///positive regulation of gene expression///negative regulation of blood coagulation///long-chain fatty acid catabolic process///protein kinase B signaling///negative regulation of protein secretion///cellular response to steroid hormone stimulus///cellular response to oxidised low-density lipoprotein particle stimulus///negative regulation of leukocyte cell-cell adhesion///negative regulation of lymphocyte migration","caveola///cell surface///endomembrane system///membrane","Upregulated"
85352,2.15e-05,3.21e-07,0.2228,5.110737,1.1388679,1791.98,"SHISAL1","shisa like 1","KIAA1644","protein-coding","ENSG00000138944","active","NC_000022.11","44243665","44331693","negative",7052,"GO:0005515","","GO:0016020","protein binding","","membrane",0.54892552,0.258,0.2881,-1.132168,-0.3261422,1641.12,"SHISAL1","shisa like 1","KIAA1644","protein-coding","ENSG00000138944","active","NC_000022.11","44243665","44331693","negative",7052,"GO:0005515","","GO:0016020","protein binding","","membrane","Upregulated"
